id,name,rank,country 
11103,lzzAKIOI,Specialist,China
11104,Himu_G,Specialist,
11105,k_KNIGHT,Specialist,
11106,sahi1422,Specialist,India
11107,scw0619,Specialist,South Korea
11108,PucchuCoder,Specialist,India
11109,guiSampaio,Specialist,
11110,tytanium,Specialist,India
11111,string_aman,Specialist,
11112,gamer_code,Pupil,
11113,phuclongdao,Newbie,Vietnam
11114,brightsun,Specialist,Kazakhstan
11115,dan8643,Pupil,
11116,freecss0540,Specialist,
11117,bandi_on_1900,Pupil,
11118,shankymichi,Specialist,
11119,viri_aldi,Specialist,Ukraine
11120,jayantjain100,Specialist,
11121,EnigmAA_Love,Specialist,
11122,sksshivam007,Specialist,India
11123,dongliu0426,Specialist,
11124,qwertyuias,Specialist,Kazakhstan
11125,Testingmyskills,Specialist,Bangladesh
11126,zeddie,Specialist,India
11127,Makishima,Pupil,
11128,shjohw12,Expert,South Korea
11129,zhaslan1997,Specialist,
11130,steve_pops,Pupil,Ukraine
11131,tushar_1997,Specialist,India
11132,Akasaransh,Specialist,India
11133,breno,Specialist,Brazil
11134,mallick630,Expert,India
11135,yk_ax,Expert,India
11136,RitikBaid,Specialist,India
11137,qwerty.btr,Specialist,
11138,2019-12-21,Specialist,South Korea
11139,ahmed2807,Specialist,
11140,Shashank_R,Specialist,India
11141,justiny7,Pupil,United States
11142,use_me,Specialist,
11143,Timer_011,Specialist,India
11144,Soroush.,Specialist,
11145,ramzz,Specialist,India
11146,thesid01,Pupil,India
11147,Hrbust_yr,Specialist,
11148,temp2506,Specialist,
11149,aditi2899,Specialist,
11150,arpcode,Specialist,
11151,Lam_lai_cuoc_doi,Newbie,
11152,deepak195200,Pupil,India
11153,SHUBHAM99X,Specialist,India
11154,kuch__bhi,Newbie,
11155,zylber,Grandmaster,Argentina
11156,sjimed,International Master,South Korea
11157,KayacanV,Master,Turkey
11158,stupid_american,"Unrated,",United States
11159,Tweetexas,International Master,China
11160,ikatanic,International Grandmaster,Croatia
11161,lts_,Master,
11162,18481574,Candidate Master,
11163,ILoveSetsuna,Master,China
11164,laugher,Expert,
11165,pperm,Master,Russia
11166,Magikarp1,Candidate Master,United States
11167,cantdance,Candidate Master,Poland
11168,c7c7,Specialist,Japan
11169,Thr__Fir_s,Expert,China
11170,gjy5885,Candidate Master,China
11171,LanceTheDragonTrainer,"Unrated,",China
11172,Nanored,Candidate Master,France
11173,brandonzhang,Master,Canada
11174,satyaanveshi,Newbie,India
11175,Zhuojie,"Unrated,",
11176,swacisko,"Unrated,",
11177,NVAL,Master,Russia
11178,rosklin,Pupil,Brazil
11179,Matheus.Monteiro,Expert,Brazil
11180,OneBit74,Specialist,Germany
11181,WtLt,"Unrated,",
11182,Shuzaei,Pupil,
11183,Kurpilyansky,Master,Russia
11184,luismriq,Specialist,Chile
11185,shigule,Master,China
11186,lam6da,Newbie,
11187,ingloryon,Expert,Brazil
11188,sbite,Expert,
11189,TankEngineer,International Grandmaster,China
11190,kinoud,Expert,China
11191,B.P.,Newbie,
11192,Salim_Shebli,Candidate Master,Russia
11193,romanasa,International Master,Russia
11194,EmmanuelAC,Expert,Mexico
11195,wangyisong1996,Master,China
11196,mahesh_2002,Pupil,India
11197,jorgeajl,Specialist,Cuba
11198,RezaSi,Expert,Iran
11199,akug18o2,Expert,India
11200,theprof,Expert,Oman
11201,bwang1008,Expert,
11202,radeye,Candidate Master,United States
11203,zhaoyiping,Expert,
11204,Priyansh31dec,Expert,India
11205,programmer228,International Master,Belarus
11206,DEDA,Expert,Саудовская Аравия
11207,boocoo,Expert,United States
11208,inutard,Candidate Master,Canada
11209,scf1984,Newbie,
11210,clairvoyant,Specialist,India
11211,kkbhss,Specialist,
11212,aalekh.gwpeck.7998,Pupil,
11213,ashray._.g,"Unrated,",United States
11214,ryno,Specialist,Australia
11215,harlequen,Expert,Bolivia
11216,mohittkkumar,Expert,India
11217,akash_1110,Pupil,India
11218,miseri,Candidate Master,Canada
11219,PoDuReM,Grandmaster,Russia
11220,btzy,Master,Singapore
11221,gsoares,Specialist,
11222,Z0RR0,Master,Bangladesh
11223,martinkozle,"Unrated,",Macedonia
11224,gzz,Candidate Master,China
11225,Svenny,Candidate Master,Russia
11226,KarimTheGrim,Expert,Ukraine
11227,KawamotoHinata,"Unrated,",
11228,Chmel_Tolstiy,International Grandmaster,Belarus
11229,1dayac,Expert,United States
11230,sonya123,Candidate Master,Russia
11231,mayurmaga,Expert,India
11232,Jami_CSEDU,Candidate Master,Bangladesh
11233,naaranja,Specialist,
11234,e0309385,"Unrated,",
11235,adp527,Candidate Master,
11236,_franz_,Expert,Philippines
11237,Actias,Specialist,France
11238,fedor.tsarev,Newbie,Russia
11239,grey.craneoff,Candidate Master,Russia
11240,ivancastel,Master,Colombia
11241,EngineerLX,Specialist,Russia
11242,ser398,Candidate Master,Russia
11243,Erfan.aa,Expert,Iran
11244,albert96,International Master,Armenia
11245,wleite,Expert,Brazil
11246,JuanFernandez,"Unrated,",Peru
11247,ts_,Specialist,Japan
11248,YuriAO,Expert,Cuba
11249,party_up,Candidate Master,Russia
11250,AnShostatskyi,Newbie,
11251,PeterZhizhin,Specialist,Russia
11252,Trishan,Pupil,
11253,322,Specialist,Peru
11254,morteza.keshtkaran,Expert,Iran
11255,SAeed,Master,Syria
11256,boseranit,Expert,Australia
11257,atlantis9,Newbie,
11258,bungetmihai,Pupil,Romania
11259,NocturneBflat,Specialist,
11260,WojiaoCJ,Newbie,
11261,eduarc,Expert,
11262,f22raptor,Newbie,
11263,mejiamejia,Pupil,
11264,bhavanturaka21,Specialist,
11265,sayeedt,Candidate Master,United States
11266,andrewzta,International Grandmaster,Russia
11267,RedNova,Expert,Syria
11268,yordanlp,Expert,Cuba
11269,LordVader,Specialist,Russia
11270,Illedan,Pupil,Norway
11271,cgfs10000,Expert,South Korea
11272,jasony123123,Candidate Master,United States
11273,TianyiChen,Master,China
11274,kruntuid,Specialist,
11275,Math_Master,Expert,Syria
11276,rchaves,Expert,Costa Rica
11277,gitarist,Expert,Узбекистан
11278,ssmiler,Specialist,France
11279,Arseny2007,Pupil,Russia
11280,Armavica,"Unrated,",France
11281,latvian,Specialist,Latvia
11282,milu.buet,"Unrated,",Bangladesh
11283,osama-awadallah,Pupil,Jordan
11284,Pred,Expert,India
11285,denmircea,Expert,Romania
11286,djyamunaque,"Unrated,",
11287,k1ngbaka,Pupil,
11288,isocyanide7,Pupil,India
11289,blue_lambda,Pupil,
11290,potato_cracker,Newbie,Bangladesh
11291,Dword,Expert,Russia
11292,ahmedf_,"Unrated,",
11293,anilopa,Specialist,Israel
11294,lowest_iq_ever,Specialist,
11295,churong148421,Specialist,
11296,Sambhu.98,Pupil,India
11297,doubleux,Candidate Master,India
11298,fkhjoy,Newbie,Bangladesh
11299,BJKhunt,Pupil,India
11300,bestard,Candidate Master,Cuba
11301,fegla,Specialist,Egypt
11302,Zmuschi_Shanti,Newbie,Romania
11303,eduard.danchenko,Newbie,
11304,dedsec_29,Newbie,
11305,OuDaRjA_17o3oo2,Newbie,Bangladesh
11306,Qxm,Pupil,
11307,_yui_,Specialist,
11308,jriyuta,"Unrated,",
11309,feecle6418,Candidate Master,China
11310,team_scarlet,Candidate Master,China
11311,Artemis_Fowl,Newbie,
11312,Depth_First_Search,Newbie,
11313,Pro_ktmr,Candidate Master,
11314,fuyukidesu,Master,
11315,Falcon_7,International Master,India
11316,ranwen3,Newbie,
11317,raywang4,Expert,
11318,ServantSaber,Pupil,
11319,dum4ss,Candidate Master,
11320,cppascalinux,Candidate Master,China
11321,mst103,Expert,Vietnam
11322,naitir,Expert,China
11323,wptef,Expert,
11324,pdfqwq,Newbie,
11325,SuffixAutomaton,"Unrated,",
11326,FishingPrince,Candidate Master,China
11327,short-circuit,Expert,
11328,ws_zzyer,Master,
11329,xiahongyu,Candidate Master,China
11330,egneeS,Candidate Master,
11331,CodeforceOne,Candidate Master,
11332,kyon2326,Expert,Japan
11333,Detakoi,Candidate Master,Vatican
11334,Puff_Puff_Pass,Candidate Master,India
11335,prerak872,Candidate Master,India
11336,totally_crack,Expert,
11337,SUAREZ9,Candidate Master,Spain
11338,how_to_change_nick,Specialist,
11339,Pyar.Mahobat.Dhoka.Hai,Candidate Master,
11340,Flandre_495,Candidate Master,China
11341,MOAstray,"Unrated,",
11342,DrinkWaterEatFood,Expert,India
11343,punisher2305,Pupil,India
11344,s_h_y,Candidate Master,
11345,CodeSlayer4425,Candidate Master,
11346,purinliang,Newbie,China
11347,_runtimeTerror_,Expert,India
11348,burakov28,Candidate Master,Russia
11349,Atlantic,Expert,
11350,jatinmunjal2k,Candidate Master,India
11351,wyq728728,"Unrated,",
11352,yash.gupta224a,Expert,India
11353,Cxfaner,Expert,China
11354,giyu_,Candidate Master,India
11355,DeividasM,Expert,Lithuania
11356,bingecode,Pupil,India
11357,Priyam2k,Expert,India
11358,Adhoc_Sucks,Newbie,
11359,Road_To_1900,Newbie,
11360,W_Marlin,Candidate Master,India
11361,WeakestTopology,Candidate Master,Brazil
11362,Liu_AK,"Unrated,",
11363,Red_Dictator,"Unrated,",
11364,chengyufeng,Pupil,
11365,ibra,Expert,United States
11366,chen_zexing,Candidate Master,
11367,IloveNoOne,Specialist,
11368,litble,Candidate Master,China
11369,ALPHA___Q,Expert,Jamaica
11370,qmiamiao,Candidate Master,China
11371,ABPower,Expert,
11372,XYMXYM,Expert,
11373,hjjnb,Candidate Master,China
11374,saumya2,Newbie,
11375,zzs99828,Expert,China
11376,lookcook,Expert,Canada
11377,shobhit907,Expert,India
11378,JooDdae,Candidate Master,South Korea
11379,Yukinoo,Expert,China
11380,EfuX,Expert,Vietnam
11381,cs1190380,Candidate Master,
11382,CrSY_Bird,Newbie,
11383,-Jimmy-,Expert,
11384,MZuev,International Master,Russia
11385,CongLingDanPaiShang2k5,International Grandmaster,
11386,qwqaqwqaqwqaqwqaq,Newbie,
11387,yangisclever,Expert,
11388,Josetapia,Candidate Master,Mexico
11389,deeepeshthakur,Candidate Master,India
11390,surokpro,Master,Russia
11391,Drice,Candidate Master,China
11392,JustAnotherAlt,Candidate Master,
11393,ruto,Expert,
11394,OMG_link,Master,China
11395,lolicon_tw,Specialist,
11396,Mrbinary10,Expert,
11397,zlc1114,International Master,China
11398,slycelote,Master,United States
11399,hello_codeforces,Expert,China
11400,supermatthew,Expert,United States
11401,Igoreshik99,Candidate Master,
11402,jerdno,Expert,Slovakia
11403,Noney,Expert,
11404,snowcubes,Expert,India
11405,loenvom,Expert,
11406,AST_TheCoder,Expert,Bangladesh
11407,iShibly,Expert,Bangladesh
11408,Sayam,Expert,India
11409,saurabhs1206,Expert,India
11410,shnirelman,Master,Russia
11411,misterok,Candidate Master,
11412,hello_world2005,Expert,China
11413,Boredom,Expert,Morocco
11414,SaIah,Expert,Spain
11415,eggag32,Expert,United States
11416,zhandos111110000,Expert,Kazakhstan
11417,Peppa___Pig,Candidate Master,
11418,dqian3,Expert,
11419,s_hertelli,Expert,Tunisia
11420,xxx_com,Expert,Russia
11421,m1800,Expert,
11422,atomicenergy,Grandmaster,
11423,ugly2333,International Grandmaster,China
11424,sevenkplus,International Grandmaster,China
11425,fastfurioustransform,Master,
11426,applist,Grandmaster,South Korea
11427,LittleBeetle,International Master,China
11428,MtOI,Master,China
11429,dsbsxz,Candidate Master,Samoa
11430,badger_champion,"Unrated,",Russia
11431,Mai_madarchod_hu,Candidate Master,
11432,rulai,Candidate Master,China
11433,-ohweonfire,Specialist,
11434,smallfat2002,Candidate Master,
11435,Tateyama_Ayano,Expert,
11436,vishalbabani28,Expert,India
11437,csani,Candidate Master,India
11438,aryan81,Specialist,
11439,everythingseemsgood,Expert,Russia
11440,Tanmay_21,Expert,India
11441,xsc,Candidate Master,Узбекистан
11442,kevinpatel_20,Expert,
11443,mhhmkht,Expert,
11444,divianshu_14,Expert,India
11445,BrownieTK,Expert,India
11446,nagasawa,Candidate Master,Russia
11447,napster202,Expert,India
11448,jebouin,Expert,France
11449,_nicktz1408_,Expert,Greece
11450,hofwe,Master,
11451,withinlover,Candidate Master,China
11452,hmfzy,Expert,China
11453,OldDriverTree,"Unrated,",Japan
11454,Ztin,Expert,Germany
11455,S_A.H_,Expert,Iran
11456,dobito6,Expert,Bulgaria
11457,FirstSeated_Souma,Expert,
11458,mastermind101,Candidate Master,India
11459,PURPLE_is_NOT_my_END,Candidate Master,Afghanistan
11460,adityasc,Specialist,
11461,8e7,Candidate Master,Taiwan
11462,1592063346,Expert,
11463,Si_Ru,Expert,South Korea
11464,Guoyh,Candidate Master,China
11465,Dhananjay_049,Expert,India
11466,CoffeeTime,Newbie,
11467,dhrumil_22,Expert,
11468,2018liuzhiyuan,Candidate Master,
11469,najebe,Expert,Netherlands
11470,lemonz,Expert,
11471,anodiebird,Expert,
11472,Suraj_Yadav,Expert,India
11473,XGHDSGSDH,Expert,China
11474,_I_,Expert,
11475,yurami98,Expert,India
11476,JoMee,Expert,Switzerland
11477,Byncuco,Specialist,Vietnam
11478,LavishGulati,Expert,India
11479,A.Kaan37,Expert,Turkey
11480,jass921026,Candidate Master,Taiwan
11481,radical108,Candidate Master,Japan
11482,AhoCorasick,Expert,China
11483,nishu29,Expert,
11484,akadamy,Pupil,
11485,raynor30,Expert,United States
11486,ssid8802,Expert,India
11487,G.A.T.C,Expert,
11488,Marcythm,Newbie,
11489,EM-LGH,Expert,
11490,pegasusRider,Expert,
11491,NatusEstMendacium,Newbie,Azerbaijan
11492,NitsyNitWit,Expert,India
11493,elvahs,Candidate Master,
11494,MisakaTao,Expert,China
11495,Thuyvan123,Expert,Vietnam
11496,_i_mean_its_mine_,Expert,India
11497,Dragonado,Expert,India
11498,poontzeyang,Expert,
11499,nitingarg1000,Expert,India
11500,huas_dream,Expert,
11501,practice080,Specialist,
11502,d_shi,Expert,India
11503,TooStupidToWin,Expert,India
11504,shadowfax,Expert,Bangladesh
11505,dark_dark,Candidate Master,
11506,Iamonlytupids,Candidate Master,China
11507,chiguotianwang,Expert,China
11508,aneee,Expert,India
11509,glider.g,Expert,Kazakhstan
11510,P.Hung,Expert,Vietnam
11511,miniluigi,Expert,United States
11512,Jonathan1234,Expert,
11513,pdpgp1,Newbie,
11514,anubhavp,Expert,India
11515,HSLtakesme,Expert,China
11516,mardin,Expert,Iran
11517,Phoenix.,Expert,India
11518,kenntin,Expert,
11519,nowy_tends,Expert,
11520,richzli,Expert,United States
11521,Giroud18,Newbie,
11522,parasmehan123,Expert,India
11523,shefin.cse16,Expert,Bangladesh
11524,arshiamoeini,Expert,Iran
11525,suxxsfe,Expert,
11526,UsadaPekora,Expert,Japan
11527,temporary_account,Specialist,
11528,morty_19,Specialist,
11529,Reast1nPeace,Expert,China
11530,keijak,Expert,Japan
11531,daxkofficial,Expert,India
11532,okarinn1,Expert,India
11533,KahanHai,Expert,India
11534,kudo_1234,Expert,
11535,cloveistaken,Newbie,
11536,xdleish227,Expert,
11537,arpit_gupta17,Expert,India
11538,pizzaa,Expert,Bangladesh
11539,wingsYouAretheHero,Expert,China
11540,k_k_hiroki,Expert,
11541,anshumankr,Expert,India
11542,jakao,Candidate Master,Taiwan
11543,YuiHuang,Expert,Taiwan
11544,raaghavraaj,Expert,India
11545,noobie_to_bahu,Expert,
11546,_TheSniper_,Expert,Syria
11547,dGreen,Expert,Bangladesh
11548,Wi1der,Expert,China
11549,HVOO7,Expert,India
11550,ForeverB,Expert,
11551,QuinnLin,Expert,
11552,ezLadder,Grandmaster,Russia
11553,Namnamseo,Master,South Korea
11554,abbababab,Candidate Master,China
11555,Bredor,Master,Russia
11556,miaojie,Master,China
11557,W--o_o--W,Master,Syria
11558,J_B_Y,Candidate Master,China
11559,Seyaua,Master,Ukraine
11560,Mstdream,Master,
11561,lxlxl,Master,China
11562,okikust,Grandmaster,United States
11563,crystal302,Expert,
11564,Kirill_Kudr22,Master,
11565,fakeQingyuShi,Pupil,United States
11566,tripPple_A,Expert,Bangladesh
11567,ITO,Specialist,Hong Kong
11568,Yudhishthira,Expert,India
11569,2005LSZ,Expert,
11570,ninja_speed,Candidate Master,India
11571,limage,Expert,
11572,bpq123,Expert,
11573,Yukuk,Expert,Russia
11574,rappel,Candidate Master,United States
11575,Ziyi_Wang1,Expert,
11576,GCF2020,Expert,
11577,patou,Pupil,
11578,YANGRUZHAO,Expert,
11579,Jael,Candidate Master,Peru
11580,Mr_Eight,Candidate Master,China
11581,harinboy,Master,South Korea
11582,ZGHxiaohao,Expert,
11583,aImasaImas,Expert,Kazakhstan
11584,chinakevin,Expert,China
11585,EJam,Expert,Taiwan
11586,OctoGold,Candidate Master,
11587,ltkj,Expert,Russia
11588,dwisdom,"Unrated,",United States
11589,amano_hina,Expert,Taiwan
11590,karpik,Expert,
11591,KL_qiqi_,Specialist,
11592,hell_hacker,Expert,India
11593,hulk_man,Expert,India
11594,tmp2,Specialist,
11595,Nehemoth,Expert,
11596,trungams,Expert,Vietnam
11597,Ramzel,Candidate Master,Poland
11598,devansh05,Expert,India
11599,TheBlack,Specialist,
11600,sakofsuken,"Unrated,",
11601,sunsetcolors,Expert,China
11602,bill_kondo,Expert,Brazil
11603,cflaji,Expert,China
11604,dog_loves_pig_forever,Expert,
11605,jeffprobst,Specialist,
11606,risvnat,Expert,
11607,loser_zxm,Expert,
11608,shojin_pro,Specialist,Japan
11609,Apfeloxid,Expert,Germany
11610,winkhanh,Candidate Master,Vietnam
11611,rmiocrkrtyp,Expert,
11612,space-pirate,Expert,
11613,xiaohaomeimingzi,Expert,
11614,tchtchtch,Specialist,
11615,_Android_,Expert,
11616,92anurag,Specialist,India
11617,koyopro,Expert,Japan
11618,Sunshine_HJ,Expert,China
11619,Elsa,Candidate Master,Russia
11620,raintty,Expert,
11621,meaningful,Candidate Master,
11622,xsaxsaxs,Expert,China
11623,red__rid,Newbie,
11624,VROOM_VARUN,Expert,United States
11625,tuihuademing4,Candidate Master,
11626,Loafy,Expert,India
11627,bhartiyakaushik,Expert,
11628,Kaunta,Expert,United States
11629,Qu4n,Expert,
11630,pavlovoleg4889,Expert,Russia
11631,Gol_D,Expert,Tajikistan
11632,vThejas,Expert,India
11633,sumit18cs,Expert,India
